# ------------------------------
# XFoil Interface for Python
# ------------------------------
# 
# Airfoil,naca0012
# Reynolds number,1300000.0
# Ncrit,9.0
# Mach,0.0
# n_node,250
# max_iter, 300
# ------------------------------
# alpha_deg, cl, cd, cm, cpmin, top_xtr, bot_xtr
3.000000000000007105e-01 3.270885348320007324e-02 5.293952766805887222e-03 2.637667057570070028e-04 -4.515966773033142090e-01 1.000000000000000000e+00 1.000000000000000000e+00
4.000000000000003553e-01 4.361077025532722473e-02 5.299330689013004303e-03 3.522131883073598146e-04 -4.651246070861816406e-01 1.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e-01 5.450989678502082825e-02 5.306511651724576950e-03 4.414276045281440020e-04 -4.791150391101837158e-01 1.000000000000000000e+00 1.000000000000000000e+00
6.000000000000014211e-01 nan nan nan nan 1.000000000000000000e+00 1.000000000000000000e+00
7.000000000000010658e-01 nan nan nan nan 1.000000000000000000e+00 1.000000000000000000e+00
8.000000000000007105e-01 8.721968531608581543e-02 5.336179863661527634e-03 7.092943415045738220e-04 -5.240911841392517090e-01 1.000000000000000000e+00 1.000000000000000000e+00
9.000000000000003553e-01 9.811639785766601562e-02 5.350196268409490585e-03 8.005155832506716251e-04 -5.401098728179931641e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.090178042650222778e-01 5.365821532905101776e-03 8.913481724448502064e-04 -5.569124221801757812e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.100000000000001421e+00 nan nan nan nan 1.000000000000000000e+00 1.000000000000000000e+00
1.200000000000001066e+00 1.307633519172668457e-01 5.401009228080511093e-03 1.086315955035388470e-03 -5.922469496726989746e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.300000000000000711e+00 1.416030228137969971e-01 5.420431029051542282e-03 1.191694405861198902e-03 -6.109943985939025879e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.400000000000000355e+00 1.524460017681121826e-01 5.441885441541671753e-03 1.297133159823715687e-03 -6.304774284362792969e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.500000000000000000e+00 1.632832586765289307e-01 5.466465838253498077e-03 1.403896021656692028e-03 -6.505386829376220703e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.600000000000001421e+00 1.741279214620590210e-01 5.493841134011745453e-03 1.509333960711956024e-03 -6.715257167816162109e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.700000000000001066e+00 1.849745661020278931e-01 5.524611100554466248e-03 1.614171080291271210e-03 -6.933035254478454590e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.800000000000000711e+00 1.957841813564300537e-01 5.556066054850816727e-03 1.728113624267280102e-03 -7.156230807304382324e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.900000000000000355e+00 2.065502256155014038e-01 5.587581545114517212e-03 1.853278139606118202e-03 -7.390130758285522461e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 nan nan nan nan 1.000000000000000000e+00 1.000000000000000000e+00
2.100000000000001421e+00 nan nan nan nan 1.000000000000000000e+00 1.000000000000000000e+00
2.200000000000001066e+00 2.388954162597656250e-01 5.706399213522672653e-03 2.214387292042374611e-03 -8.137886524200439453e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.300000000000000711e+00 2.495946139097213745e-01 5.746775306761264801e-03 2.357115037739276886e-03 -8.400229215621948242e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.400000000000000355e+00 2.603263854980468750e-01 5.792709998786449432e-03 2.490076702088117599e-03 -8.676842451095581055e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.500000000000000000e+00 2.710954844951629639e-01 5.843977443873882294e-03 2.611692063510417938e-03 -8.957350850105285645e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.600000000000001421e+00 2.817192077636718750e-01 5.892256740480661392e-03 2.772742882370948792e-03 -9.249392151832580566e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.700000000000001066e+00 2.923952937126159668e-01 5.946240387856960297e-03 2.917967038229107857e-03 -9.545537233352661133e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.800000000000000711e+00 3.030709624290466309e-01 6.004841066896915436e-03 3.060573013499379158e-03 -9.855902791023254395e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.900000000000000355e+00 3.136392831802368164e-01 6.062289699912071228e-03 3.233655355870723724e-03 -1.016711235046386719e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 3.242874443531036377e-01 6.127031054347753525e-03 3.379463450983166695e-03 -1.049490213394165039e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.100000000000001421e+00 3.347939848899841309e-01 6.190712563693523407e-03 3.566212952136993408e-03 -1.082411170005798340e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.200000000000001066e+00 3.453648686408996582e-01 6.260036025196313858e-03 3.729894990101456642e-03 -1.116536140441894531e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.300000000000000711e+00 3.558342158794403076e-01 6.330660078674554825e-03 3.921782132238149643e-03 -1.151398539543151855e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.400000000000000355e+00 3.663397133350372314e-01 6.405277177691459656e-03 4.099157173186540604e-03 -1.186584234237670898e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.500000000000000000e+00 3.767585754394531250e-01 6.481723859906196594e-03 4.300876986235380173e-03 -1.223484158515930176e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.600000000000001421e+00 3.872101008892059326e-01 6.562158465385437012e-03 4.486721009016036987e-03 -1.260716199874877930e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.700000000000001066e+00 3.976094722747802734e-01 6.643740460276603699e-03 4.692926537245512009e-03 -1.298414349555969238e+00 1.000000000000000000e+00 1.000000000000000000e+00
